,has_online_delivery,currency,name,cuisines,location.address,location.city,user_rating.rating_text
176,0,Rs.,Ali Baba & 41 Dishes,"Kerala, South Indian, Chinese, Biryani","Main Avenue, Opposite South Indian Bank, Panampilly Nagar, Kochi",Kochi,Good
177,0,Rs.,Ifthar,Kerala,"KK Building, Opposite Pittappillil, Edappally, Kochi",Kochi,Good
178,0,Rs.,Barbeque Nation,"European, North Indian, Mediterranean, American","6th Floor, Imperial Trade Centre, Mahatma Gandhi Road, Kacheripady, Kochi",Kochi,Excellent
179,1,Rs.,Dhe Puttu,Kerala,"NH 47, Edapally Bypass, Edappally, Kochi",Kochi,Very Good
180,0,Rs.,Thakkaaram,"Kerala, South Indian","Opposite Gold Souk Grande Mall, Vyttila, Kochi",Kochi,Good
181,0,Rs.,Blackout,"North Indian, European, Continental, Finger Food","Hotel Golden Oak, 9th Floor, Ahinsa Circle, Landmark Building, C Scheme, Jaipur",Jaipur,Good
182,0,Rs.,The Forresta Kitchen & Bar,"Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani","Devraj Niwas, Near Moti Mahal Cinema, Khasa Kothi Crossing, Gopalbari, Jaipur",Jaipur,Very Good
183,0,Rs.,WTF,"Continental, Italian, North Indian, Lebanese, Thai","301, Man Upasna Mall, Chomu House, C Scheme, Jaipur",Jaipur,Very Good
184,1,Rs.,Tapri Central,"Cafe, Fast Food, Street Food","B4 E, 3rd Floor, Surana Jewellers, Opposite Central Park, C Scheme, Jaipur",Jaipur,Excellent
185,0,Rs.,Meraaki Kitchen,"Modern Indian, Asian","27, Madrampura, Civil Lines Metro Station, Opposite To Pillar 88, Civil Lines, Jaipur",Jaipur,Good
186,0,Rs.,Replay,"North Indian, Continental, Chinese, Italian, Mexican","SB 57, 5th Floor, Ridhi Tower, Opposite SMS Stadium, Tonk Road, Jaipur",Jaipur,Very Good
187,1,Rs.,Mutual's,"Cafe, Mexican, Italian, North Indian, Fast Food","1, Awadhpuri, Near Kailash Mall, Lal Kothi, Jaipur Lal Kothi",Jaipur,Very Good
188,1,Rs.,On The House,"Italian, Continental, Mexican, Cafe, Bakery","E 145, Ramesh Marg, Behind Talwalkars, C Scheme, Jaipur",Jaipur,Very Good
189,1,Rs.,Cafe LazyMojo,"Cafe, Mexican, Italian, Continental","H 1, Lal Bahadur Nagar, S.L Marg, Malviya Nagar, Jaipur",Jaipur,Very Good
190,1,Rs.,Mamu's Infusion,"Italian, Chinese, Mexican, Thai, North Indian","101, D-46-B,First Floor, Mangalam Ambition Tower, Subhash Marg, Agresen Circle, C Scheme, Jaipur",Jaipur,Very Good
191,0,Rs.,O2- The Plant Cafe,Continental,"C 29, 4th Floor, Pankaj Singhvi Marg, Lal Kothi, Jaipur",Jaipur,Very Good
192,1,Rs.,Zolocrust - Hotel Clarks Amer,"Italian, Bakery, Continental","Hotel Clarks Amer, Jawaharlal Nehru Marg, Near Malviya Nagar, Malviya Nagar, Jaipur",Jaipur,Excellent
193,1,Rs.,Decked Up By Garden Cafe,"Cafe, Fast Food, North Indian","320, Queens Road, Opposite Jharkhand Mahadev Temple, Vaishali Nagar, Jaipur",Jaipur,Good
194,1,Rs.,Calzone- Dine & Rooftop Lounge,"Continental, Mexican, North Indian, Chinese","Natani Tower, R-6-B, 3rd Floor, Sector 1, Vidhyadhar Nagar, Jaipur",Jaipur,Good
195,0,Rs.,Sky Beach,"North Indian, Continental, Chinese, Mexican, Italian, Desserts","328-329, Above Watch Factory, Queens Road, Vaishali Nagar, Jaipur",Jaipur,Average
196,0,Rs.,Monarch Restaurant - Holiday Inn Jaipur City Centre,"North Indian, Chinese, Continental, Rajasthani","Holiday Inn Jaipur City Centre, Commercial Plot 1, Sardar Patel Road, Bais Godam, Jaipur",Jaipur,Excellent
197,1,Rs.,Taruveda Bistro,"Cafe, Italian, Japanese, Continental","1st Floor, Sunraj Villa, 2 Mysore House, Jacob Road, Civil Lines, Jaipur",Jaipur,Very Good
198,0,Rs.,Chao Chinese Bistro - Holiday Inn Jaipur City Centre,"Chinese, Asian","Holiday Inn Jaipur City Centre, Commercial Plot 1, Sardar Patel Road, Bais Godam, Jaipur",Jaipur,Very Good
199,0,Rs.,Chokhi Dhani,Rajasthani,"Chokhi Dhani Village Resort, 12 Mile, Tonk Road, Jaipur",Jaipur,Very Good
200,1,Rs.,Nibs Cafe,"Cafe, Italian, Continental","B-16 Durgadas Colony, Next to MGF Mall, Bhawani Singh Road, C Scheme, Jaipur",Jaipur,Very Good
201,1,Rs.,Mocha,"Cafe, Continental, Desserts","6-9, Ground Floor, Devashish Business Park, Opposite Krishna Complex, Bodakdev, Ahmedabad",Ahmedabad,Very Good
202,1,Rs.,Blue -  Rooftop Cafe Restaurant Bistro,"North Indian, Cafe, Italian, Mexican, Continental","10th Floor, Balaji Heights Buliding, Behind Tanishq Showroom, C G Road, Ahmedabad",Ahmedabad,Good
203,1,Rs.,La Pino'z Pizza,"Pizza, Italian","Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Ahmedabad,Very Good
204,1,Rs.,Huber & Holly,"Ice Cream, Desserts, Continental","7 B, Circle  B, Opposite Rajpath Club, Sarkhej, Gandhinagar Highway, Bodakdev, Ahmedabad",Ahmedabad,Excellent
205,0,Rs.,Yanki Sizzlers,"Continental, Italian, Chinese","4, Ground Floor, Binori Ambit, Next to Renault Showroom, Thaltej Circle, Thaltej, Ahmedabad",Ahmedabad,Very Good
206,0,Rs.,Brick Kitchen,"North Indian, Chinese, Continental","At Five Petals Hotel & Banquets, Near Chanakyapuri Bridge, Ghatlodia, Ahmedabad",Ahmedabad,Very Good
207,1,Rs.,Puffizza,"Italian, Fast Food","103, Kairos, Opposite Mahatma Gandhi Labour Institute, Drive In Road, Gurukul, Ahmedabad",Ahmedabad,Very Good
208,1,Rs.,Nini's Kitchen,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean","12, First Floor, Camps Corner 2, Opposite Prahlad Nagar Garden, Prahlad Nagar, Ahmedabad",Ahmedabad,Excellent
209,0,Rs.,@Mango,"North Indian, Continental, Mexican, Italian","Opposite Sindhu Bhawan, Bodakdev, Ahmedabad",Ahmedabad,Very Good
210,1,Rs.,Fozzie's Pizzaiolo,"Pizza, Italian, Beverages, Desserts","Ground Floor, Maruti Crystal, Opposite Rajpath Club, Service Road, Bodakdev, Ahmedabad",Ahmedabad,Very Good
211,1,Rs.,Mazzo,"Cafe, American, Continental, Armenian, Fast Food","27, Sunshine Villa, Sunrise Park Society, Vastrapur, Ahmedabad",Ahmedabad,Good
212,0,Rs.,650 - The Global Kitchen,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai","Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Ahmedabad,Very Good
213,0,Rs.,Swati Snacks,"Fast Food, Street Food, South Indian","Near Law Garden, Ellis Bridge, Ahmedabad",Ahmedabad,Very Good
214,0,Rs.,MoMo Café - Courtyard By Marriott,"North Indian, South Indian, Asian, Continental","Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad",Ahmedabad,Good
215,0,Rs.,The Garden Cafe - The Fern,"North Indian, Italian, Asian, South Indian","The Fern, Near Sola Overbridge, S G Highway, Sola, Ahmedabad",Ahmedabad,Very Good
216,1,Rs.,Kabir Restaurant,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich","JB Tower, Opposite Doordarshan Kendra, Drive In Road, Gurukul, Ahmedabad",Ahmedabad,Good
217,1,Rs.,Cafe Alfresco,"Cafe, Beverages, Desserts, Pizza","101, Dynamic House, Vijay Cross Road, Above HDFC Bank, Opposite Child Care Hospital, Navrangpura, Ahmedabad",Ahmedabad,Very Good
218,0,Rs.,Cryo Lab,"Desserts, Ice Cream","Ground Floor, Arjun Avenue, Opposite Samartheshwar Mahadev, Law Garden, Ahmedabad",Ahmedabad,Excellent
219,0,Rs.,Patang - The Revolving Restaurant,"Continental, Chinese, North Indian","Chinubhai Tower, Nehru Bridge Corner, Ashram Road, Ahmedabad",Ahmedabad,Good
220,0,Rs.,Turquoise Villa,Continental,"Ground Floor, Shanay - 1, Near AMA, IIM Road, Vastrapur, Ahmedabad",Ahmedabad,Very Good
221,0,Rs.,OvenFresh,"Cafe, Bakery","SCO 437 & 438, Sector 35 C, Sector 35, Chandigarh",Chandigarh,Very Good
222,0,Rs.,TGI Friday's,"American, Tex-Mex","SCO 51, Madhya Marg, Sector 26, Chandigarh",Chandigarh,Very Good
223,1,Rs.,Chili's,"Mexican, American, Italian","312 B, 3rd Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh,Very Good
224,1,Rs.,The Night Factory,"North Indian, Chinese, Continental, Pizza","Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh,Good
225,0,Rs.,Uncle Jack's,"Desserts, American","Booth 11, Sector 8, Chandigarh",Chandigarh,Very Good
226,0,Rs.,Karim's,"Mughlai, North Indian","SCO 33, Madhya Marg, Sector 7, Chandigarh",Chandigarh,Average
227,0,Rs.,Barbeque Nation,"North Indian, Chinese","SCO 39, Madhya Marg, Sector 26, Chandigarh",Chandigarh,Excellent
228,1,Rs.,Taco Bell,"Mexican, Fast Food","SCO 453-454, Sector 35C, Sector 35, Chandigarh",Chandigarh,Very Good
229,0,Rs.,Pal Dhaba,North Indian,"SCO 151 & 152, Sector 28 D, Sector 28, Chandigarh",Chandigarh,Good
230,0,Rs.,Brooklyn Central,"American, Cafe","Courtyard, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh,Very Good
231,0,Rs.,Virgin Courtyard,Italian,"Backside, SCO 1A, Madhya Marg, Sector 7, Chandigarh",Chandigarh,Very Good
232,1,Rs.,Super Donuts,"Burger, Fast Food, Desserts, Beverages","SCO 446 Sector 35 C, Sector 35, Chandigarh",Chandigarh,Very Good
233,1,Rs.,The Shooters Cafe,"Continental, North Indian","SCO 654,Himalaya Marg Road, Sector 70, Mohali, Chandigarh",Mohali,Very Good
234,0,Rs.,Hops n Grains,"North Indian, Middle Eastern, Pizza","SCO 358, Sector 9, Panchkula",Panchkula,Very Good
235,0,Rs.,Nik Baker's,"Bakery, Desserts, Cafe","SCO 441 & 442, Sector 35 C, Sector 35, Chandigarh",Chandigarh,Very Good
236,1,Rs.,Burgrill,"Burger, Fast Food","Booth 70, Sector 8, Chandigarh",Chandigarh,Excellent
237,0,Rs.,Pirates of Grill,"North Indian, Continental, Asian","313, Third Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh,Very Good
238,0,Rs.,Kylin Experience,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian","312 A, 3rd Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh,Very Good
239,1,Rs.,Midnight Chef,"North Indian, Chinese, Continental, Italian, Burger","SCO 329-332, Sector 35B, Sector 35, Chandigarh",Chandigarh,Average
240,0,Rs.,Mocha,"Continental, Italian, Thai, Finger Food","Ground Floor, Elante Mall, Phase 1, Chandigarh Industrial Area, Chandigarh",Chandigarh,Very Good
241,0,Rs.,Britto's Bar & Restaurant,"North Indian, Continental, Chinese, Seafood","Baga Calangute, Bardez, Baga, Goa",Goa,Very Good
242,0,Rs.,Antares,Seafood,"Small Vagator Beach, Ozran, Vagator, Goa",Goa,Very Good
243,0,Rs.,Curlies,"Continental, North Indian, Italian, Seafood, Goan","Anjuna Beach, Anjuna, Goa",Goa,Good
244,0,Rs.,Fat Fish,"North Indian, Continental, Goan","Agar Waddo, Calangute Arpora Road, Bardez, Baga, Goa",Goa,Very Good
245,0,Rs.,Martin's Corner,"Goan, Seafood, Chinese, North Indian","Ranvaddo, Salcete, Betalbatim, Goa",Goa,Very Good
246,0,Rs.,Souza Lobo,"North Indian, Continental, Goan","Calangute Beach, Calangute, Goa",Goa,Very Good
247,0,Rs.,Ritz Classic,"Goan, Seafood, North Indian","1st Floor, Vagle Vision, 18th June Road, Panaji, Goa",Goa,Excellent
248,0,Rs.,Infantaria,"Italian, Continental, Goan","5/181, Calangute Baga Junction, Calangute, Goa",Goa,Good
249,0,Rs.,Burger Factory,Fast Food,"Anjuna Main Road, Opposite Paradise Guest House, Anjuna, Goa",Goa,Excellent
250,0,Rs.,The Black Sheep Bistro,"Seafood, Continental, European, German","Swami Vivekanand Road, Near ICICI Bank, Panaji, Goa",Goa,Excellent
251,0,Rs.,Baba Au Rhum,"Italian, French, Cafe","1054, Sim Vaddo, Anjuna, Goa",Goa,Excellent
252,0,Rs.,Club Cubana,Finger Food,"82, Sim Waddo, Arpora Hill, Anjuna, Goa",Goa,Very Good
253,0,Rs.,La Plage,"Seafood, French","Aswem Beach, Near Papa Jolly Hotel, Aswem Road, Morjim, Arambol, Goa",Goa,Excellent
254,0,Rs.,St. Anthony's,"North Indian, Chinese, Continental, Goan, Seafood","Baga Beach, Calangute-Baga Road, Baga, Goa",Goa,Good
255,0,Rs.,The Fisherman's Wharf,"Continental, Goan, Seafood, North Indian","Before The Leela, Mobor, Cavelossim, Goa",Goa,Excellent
256,0,Rs.,Fisherman's Cove,"Goan, North Indian, Chinese","Main Candolim Road, Titos Vaddo, Candolim, Goa",Goa,Good
257,0,Rs.,Calamari,"Goan, Seafood, Chinese","Dando Beach, Opposite Santana Beach Resort, Candolim, Goa",Goa,Very Good
258,0,Rs.,The Fisherman's Wharf,"Continental, Goan, Seafood, North Indian","D. B. Bandodkar Road, Campal, Panaji, Goa",Goa,Very Good
259,0,Rs.,Cafe Al Fresco by Cantina Bodega,Cafe,"Sunaparanta Centre For The Arts, Altinho, Panaji, Goa",Goa,Very Good
260,0,Rs.,LPK Waterfront,Finger Food,"Near Bank Of India, Bhatiwado, Nerul, Goa",Goa,Good
261,0,Rs.,Mocha,"Cafe, Continental, Italian, Street Food","G-1 & 2, Prakrati Corporate Building, Race Course Area, YN Road, Indore",Indore,Very Good
262,0,Rs.,Just My Bakes,"Cafe, Bakery","5-B/F, Scheme 74C, Vijay Nagar, Indore",Indore,Good
263,0,Rs.,KYRO,"North Indian, Chinese, Continental, Mediterranean, Asian","Fortune Aura Rooftop, 1,  Gurmeet Nagar, Bhawar Kuan Main Road, Bhawar Kuan, Indore",Indore,Good
264,0,Rs.,Square - Sayaji Hotel,"North Indian, Chinese, Italian","Sayaji Hotel, H-1, Scheme 54, Vijay Nagar, Indore",Indore,Very Good
265,0,Rs.,Oye24,"North Indian, Chinese, South Indian","HIG-LIG, Indore",Indore,Very Good
266,0,Rs.,Cafe Terazza,"Cafe, Italian, Mexican, Chinese","10th Floor, Airen Heights, Opposite C 21 Mall, Vijay Nagar, Indore",Indore,Good
267,0,Rs.,Cafe Palette,"Cafe, Lebanese, Italian","136, Saket, Old Palasia, Indore",Indore,Good
268,0,Rs.,The Creative Kitchen - Radisson Blu Hotel,"North Indian, Continental, Mexican, Italian","Radisson Blu Hotel, 12, Scheme 94C, Ring Road, Vijay Nagar, Indore",Indore,Good
269,0,Rs.,Waffle House,"Cafe, Fast Food","Shop 301, Satyaraj Building, Opposite Malhar Mall, A.B Road, Vijay Nagar, Indore",Indore,Very Good
270,0,Rs.,JAL - A Jungle Restaurant,"North Indian, Chinese","Behind Pushp Kunj Hospital, Khandwa Road, Bhawar Kuan, Indore",Indore,Very Good
271,0,Rs.,10 Downing Street,"North Indian, Chinese","Second Floor, Malhar Mega Mall, AB Road, Scheme 54, Vijay Nagar, Indore",Indore,Very Good
272,0,Rs.,Mangosteen Cafe,"Cafe, Fast Food, Italian, Mexican","4/5, 5th Floor, Pushpratna Solitaire, New Palasia, Indore",Indore,Good
273,0,Rs.,The Yellow Chilli,"North Indian, Mughlai, Seafood","Block B-3, Dhan Trident, Near Metro Tower, PU-4, Scheme 54, Vijay Nagar, Indore",Indore,Very Good
274,0,Rs.,Vidorra,"North Indian, Chinese","1001, Rooftop, Shekhar Central, Palasia Square, New Palasia, Indore",Indore,Very Good
275,0,Rs.,Mama Loca,"Greek, Lebanese","G-1, Princess Centre, 6/3, New Palasia, Indore",Indore,Very Good
276,0,Rs.,Nafees Restaurant,"North Indian, Mughlai","30-B, Apollo Avenue, Old Palasia, Indore",Indore,Very Good
277,0,Rs.,Cakesmith's Alley,"Bakery, Cafe, Fast Food","Shop 8, Scheme 78, Near Prestige College UG Campus, Vijay Nagar, Indore",Indore,Very Good
278,0,Rs.,Freito,"Mexican, Italian","343-344, Rooftop, Scheme 54, Vijay Nagar, Indore",Indore,Average
279,0,Rs.,Cafe Yolo,"Cafe, Fast Food","65, Scheme 78-II, Opposite Prestige College, Vijay Nagar, Indore",Indore,Good
280,0,Rs.,Hobnob Gourmet Cafébar,"Italian, Continental","Infiniti Hotel, 1C/CA, Scheme 94, Vijay Nagar, Indore",Indore,Very Good
281,0,Rs.,Al Arabian Express,Mughlai,"Near Big Bazar, College Road, Nashik",Nashik,Good
282,0,Rs.,Sadhana Restaurant,Maharashtrian,"Hardev Bagh, Near Someshwar, Motiwala College Road, Gangapur Road, Near Satpur, Nashik",Nashik,Good
283,0,Rs.,Barbeque Ville,North Indian,"Karambelkar Tower, Mumbai Agra Road, Cidco, Near Dutta Tyres, Parijat Nagar, Nashik",Nashik,Good
284,0,Rs.,Spice Route,"North Indian, Maharashtrian","Gangapur Road, Navasha Ganpati, Sector C, Near Union Bank, Anand Wali Goan, Nashik",Nashik,Good
285,0,Rs.,The Cafe Katta,Cafe,"Muktangan Apartment, Model Colony, College Road, Nashik",Nashik,Average
286,0,Rs.,Barbeque Nation,"North Indian, European, Mediterranean, Asian","2nd Floor, City Centre Mall, Sambaji Chowk, Lawate Nagar, Banyan Square, Untwadi, Off Parijat Nagar, Parijat Nagar, Nashik",Nashik,Good
287,0,Rs.,Soma at Sula,North Indian,"Survey 36/2, Govardhan, Off Gangapur-Ganghavare Road, Satpur, Nashik",Nashik,Average
288,0,Rs.,Little Italy,Italian,"36/2, Govardhan Village, Off Gangapur-Savargaon Road, Satpur, Nashik",Nashik,Average
289,0,Rs.,Curry Leaves,"North Indian, Chinese, Fast Food","Jehan Circle, Gangapur Road, College Road, Nashik",Nashik,Average
290,0,Rs.,12212,Fast Food,"Shop 10, Ramrajya Building 7, Samarth Nagar, Next to Bhonsala Military school, College Road, Nashik",Nashik,Good
291,0,Rs.,RiverDine Restaurant & Bar,"North Indian, Chinese","Opposite Asaram Bapu Ashram Bridge, Near Nandawan Lawns, Savarkar Nagar Extension, Off Gangapur Road, College Road, Nashik",Nashik,Good
292,0,Rs.,Veg Aroma,North Indian,"Opposite Durga Gas Pump, Gangapur Road, Anand Wali, Nashik, Anand Wali Goan, Nashik",Nashik,Good
293,0,Rs.,Chai Tapri,Cafe,"Shop 2, Chandan Apartments, Model Colony, College Road, Nashik",Nashik,Average
294,0,Rs.,Divtya Budhlya Wada Restaurant,Maharashtrian,"Next to Dura Gas Pump, Gangapur Rd, Ganpati Nagar, Anand Wali Goan, Nashik",Nashik,Good
295,0,Rs.,Enter The Dragon,Chinese,"4th Floor, Archit Arcade, Above Peter England, Near Big Bazar, College Road, Nashik",Nashik,Average
296,0,Rs.,White X Sky Lounge,North Indian,"4th Floor, B Wing, Bosco Center, Prasad Circle, Gangapur Road, College Road, Nashik",Nashik,Average
297,0,Rs.,Eastern Spice,North Indian,"Bon Vivant, Opposite Dongre Ground, College Road, Nashik",Nashik,Good
298,0,Rs.,House Of Flavours,"North Indian, Chinese, Continental","SSK Solitaire, Ahilyabai Holkar Marg, Tidke Colony, Near Mumbai Naka, Satpur, Nashik",Nashik,Average
299,0,Rs.,The Bake Studio,"Cafe, Desserts","Bon Vivant, Opposite Dongre Ground, College Road, Nashik",Nashik,Good
300,0,Rs.,Hotel Radhakrishna,"Malwani, North Indian, Chinese, Seafood","P-35, MIDC, Satpur, Nashik Behind ITI, Trimbak Road,",Nashik,Good
301,0,Rs.,Barbeque Nation,"North Indian, Chinese, Continental","2nd Floor, 2439/1 & 2, Dhanraj Singh Complex, Main Ferozpur Road, Rajguru Nagar, Ludhiana",Ludhiana,Good
302,0,Rs.,Bistro 226,"Italian, Continental, North Indian, Cafe","226, Civil Street, Ghumar Mandi Chowk, Civil Lines, Ludhiana",Ludhiana,Very Good
303,0,Rs.,Aman Chicken,"North Indian, Mughlai","Jagjit Nagar, Near Railway Crossing, Near Shastri Nagar, Ludhiana",Ludhiana,Excellent
304,0,Rs.,Nik Bakers,"Cafe, Bakery, Desserts","SCF 43-44, Kipps Market, Sarabha Nagar, Ludhiana",Ludhiana,Very Good
305,0,Rs.,The Yellow Chilli,"Mughlai, North Indian, Chinese","SCF 31 C, Main Market, Sarabha Nagar, Ludhiana",Ludhiana,Very Good
306,0,Rs.,Bistro Flamme Bois,"Italian, Continental, Mexican, Lebanese","16-17, Green Park Avenue, Gurdev Nagar, Ludhiana",Ludhiana,Very Good
307,0,Rs.,Hot Breads,"Continental, Chinese, Italian, Bakery","SCF 32, Main Market, Sarabha Nagar, Ludhiana",Ludhiana,Very Good
308,0,Rs.,Pirates Of Grill,"North Indian, Mughlai","2nd Floor, Sandhu Tower 2, Near Ansal Mall, Gurdev Nagar, Ludhiana",Ludhiana,Good
309,0,Rs.,Mocha,Cafe,"27 & 28 F, 1st Floor, Malhar Road, Gurdev Nagar, Ludhiana",Ludhiana,Good
310,0,Rs.,Hawai Adda,"North Indian, Chinese, Continental","Verka Park, Ferozpur Road, Aggar Nagar, Ludhiana",Ludhiana,Good
311,0,Rs.,Kitchen At 95 - Hyatt Regency,"Mediterranean, Chinese, Continental","Hyatt Regency, Site 4, Ferozepur Road, Rajguru Nagar, Ludhiana",Ludhiana,Very Good
312,0,Rs.,The BrewMaster - The Mix Fine Dine,"North Indian, Continental","3rd Floor, Westend Mall, Rajguru Nagar, Ludhiana",Ludhiana,Good
313,0,Rs.,Indian Summer,"North Indian, Chinese","SCF 13/14, F Block, BRS Nagar, Ludhiana",Ludhiana,Very Good
314,0,Rs.,Belfrance Luxury Chocolates,"Cafe, Continental, Italian, Bakery","SCF 32 C Main Market, Sarabha Nagar, Ludhiana",Ludhiana,Very Good
315,0,Rs.,Basant,"North Indian, Chinese, South Indian, Fast Food","Fountain Chowk, Civil Lines, Ludhiana",Ludhiana,Good
316,0,Rs.,Basant Restaurant,"North Indian, Chinese, Fast Food","Urban Estate, Main Market, Phase 1, Dugri, Ludhiana",Ludhiana,Good
317,0,Rs.,Nando's,"Portuguese, African","SCO 35 & 36, Main Market, Sarabha Nagar, Ludhiana",Ludhiana,Good
318,0,Rs.,Spice Cube,"North Indian, Chinese, Continental","Near Gate 1, Kartar Bhawan, Ferozepur Road, PAU, Ludhiana",Ludhiana,Good
319,0,Rs.,District 6,"European, Chinese","4th Floor, Silver Arch Mall, Ferozpur Road, Gurdev Nagar, Ludhiana",Ludhiana,Good
320,0,Rs.,Domino's Pizza,"Pizza, Fast Food","SCF 21, Main Market, Sarabha Nagar, Ludhiana",Ludhiana,Good
321,0,Rs.,Barbeque Nation,North Indian,"2nd Floor, Adityam Building, Ulubari, Guwahati",Guwahati,Excellent
322,0,Rs.,Three Guys,"Continental, North Indian, Chinese, Arabian, Thai","R.G.B Road, Zonali, Near Jonali Bus Stop, Zoo Tiniali, Guwahati",Guwahati,Very Good
323,0,Rs.,The Zouq : Resto-Cafe,"Cafe, North Indian, Italian","1st Floor, Royal Orchard, House 1, By Lane 2, Near Arohan and Passport Office, Dispur, Guwahati",Guwahati,Very Good
324,0,Rs.,Brooklyn Blues,"Continental, European","4th Floor, Dona Planet Mall, G. S. Road, Christian Basti, Guwahati",Guwahati,Very Good
325,0,Rs.,The Basement Café,Cafe,"R.G. Baruah Road, Near Guwahati Commerece College, Chandmari, Guwahati",Guwahati,Excellent
326,0,Rs.,The Woking Mama,"Chinese, Thai, Japanese, Asian","4th Floor, Dona Planet Multiplex Mall, D. Neog Path, GS Road, Christian Basti, Guwahati",Guwahati,Very Good
327,0,Rs.,Yo! China,Chinese,"1st Floor, Adityam Building,Borthakur Mall Road, Ulubari, Guwahati",Guwahati,Good
328,0,Rs.,The Corner Cafe,"Cafe, Continental","Navin Bhawan, Lamb Road, Ambari, Uzan Bazaar Guwahti, Uzan Bazaar, Guwahati",Guwahati,Very Good
329,0,Rs.,BrewBakes,"Cafe, Continental, Chinese","Near Six Mile Flyover, above Domino's Pizza, Six Mile, Guwahati G.S. Road",Guwahati,Very Good
330,0,Rs.,Terra Mayaa Restaurant and Lounge,"North Indian, Continental, Italian, Chinese","6th Floor, Anil Plaza 2, G.S. Road, Christian Basti, Guwahati",Guwahati,Good
331,0,Rs.,Mocha,"Cafe, Italian","Anil Plaza 2, G.S Road, Christian Basti, Guwahati",Guwahati,Excellent
332,0,Rs.,Confucius,"Chinese, Thai","Near VLCC, G.S. Road, Christian Basti, Guwahati",Guwahati,Very Good
333,0,Rs.,4 Seasons,"Chinese, North Indian","Opposite Institute of Social Science, Bhuban Road, Uzan Bazaar, Guwahati",Guwahati,Good
334,0,Rs.,Café Riverrun,"Continental, Juices, Cafe, Desserts, Salad, Italian","47, Mahatma Gandhi Road, Uzan Bazaar, FabIndia Building, Guwahati ",Guwahati,Very Good
335,0,Rs.,Shanghai Salsa,"Continental, Fast Food, Chinese, Charcoal Grill, Mexican","37, 1st Floor, Hatigarh Chariali, Mother Teresa Road, Zoo Tiniali Area, Zoo Tiniali, Guwahati",Guwahati,Very Good
336,0,Rs.,Underdoggs Sports Bar & Grill,"North Indian, Continental","1st Floor, Central Mall, G.S. Road, Sree Nagar, Christian Basti, Guwahati",Guwahati,Very Good
337,0,Rs.,Chung Fa,Chinese,"Zoo Narengi Road, Geetanagar, Zoo Tiniali Area, Guwahati, Zoo Tiniali, Guwahati",Guwahati,Very Good
338,0,Rs.,Fat Belly,"Asian, Chinese, Tibetan","Opposite Rabindra Bhawan, GNB Road, Ambari, Dighalipukhuri East, Uzan Bazaar, Guwahati",Guwahati,Very Good
339,0,Rs.,Strawberry Fields,Cafe,"Chakradhar Villa, Opposite All India Radio, Chandmari, Guwahati",Guwahati,Very Good
340,0,Rs.,Ziya,"Continental, Chinese","Opposite 5th By-Lane, Mother Teresa Road, Zoo Road, Zoo Tiniali, Guwahati",Guwahati,Very Good
341,0,Rs.,Makhan Fish and Chicken Corner,"North Indian, Chinese","21-A, Near Madaan Hospital, Majitha Road, Basant Nagar, Amritsar",Amritsar,Average
342,0,Rs.,Bharawan Da Dhaba,"North Indian, Fast Food","Near Amritsar Municipal Corporation, Town Hall, Amritsar",Amritsar,Good
343,0,Rs.,The Kulcha Land,"North Indian, Street Food","Opposite M.K Hotel, District Shopping Centre, Ranjit Avenue, Amritsar",Amritsar,Good
344,0,Rs.,Brothers Dhaba,North Indian,"Golden Temple Out Road, Opposite Amritsar Municipal Corporation, Town Hall, Amritsar",Amritsar,Good
345,0,Rs.,Charming Chicken,North Indian,"Shop 3, Opposite Nari Nikaten, Majithia Road, Near Basant Nagar, Amritsar",Amritsar,Good
346,0,Rs.,Kanha Sweets,Fast Food,"Shop 1, Opposite Bijli Pehalwan Mandir, Lawrence Road, White Avenue, Amritsar",Amritsar,Very Good
347,0,Rs.,Beera Chicken Corner,North Indian,"Opposite Bandari Hospital, Sehaj Avenue, Majitha Road, Near White Avenue, Amritsar",Amritsar,Good
348,0,Rs.,Brothers' Amritsari Dhaba,North Indian,"Phawara Chowk, Town Hall, Amritsar",Amritsar,Good
349,0,Rs.,La Roma Pizzeria,"Fast Food, Italian","SCO 6, District Shopping Complex, Ranjit Avenue, Amritsar",Amritsar,Good
350,0,Rs.,Gurdas Ram Jalebi Wala,Mithai,"Near Golden Temple, Town Hall, Amritsar",Amritsar,Very Good
